Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
1.0,0.6750491696257684,0.6067010060876177,0.125,-0.75,-0.625,-0.6666666666666666,0.0,0,0.0,-0.06666666666666667,-0.2827123432809465,0.0,0.0,-0.5,0.2,0,165534.5414246522
0.0,0.08239742523234496,-0.07446902930862237,-0.625,0.125,-0.125,0.8148148148148148,0.090799103,0,0.0,1.6333333333333333,2.4365177467773265,0.0,0.0,2.0,2.4,0,229220.37260914012
1.0,0.645756044712875,0.2935615099900005,0.25,-0.125,-0.125,0.1111111111111111,0.13321533300000002,0,0.0,0.8,1.0789334275119196,0.2,3.1625,1.0,0.2,1,252481.9083226248
-1.0,0.051130133619471836,0.9318150036042322,-0.625,-0.25,-1.125,0.0,0.072157581,0,0.0,-0.7666666666666667,-0.8221790570369062,-0.2,0.0,-0.5,-0.6,1,140647.56593684404
1.0,0.8743150398674008,1.0041401007268107,0.0,-0.375,-0.5,0.07407407407407407,0.037177818,0,0.0,0.9,1.0475013243863676,-0.2,8.75,0.0,0.8,0,89084.32787608178
0.0,-0.13175277816451195,-0.06305488988562309,-0.125,-0.125,-1.0,0.2222222222222222,0.051815435,0,0.0,-0.6666666666666666,-0.7165813173229737,-0.4,0.0,-0.5,-0.6,0,117000.38128669599
0.0,0.2254015715142303,-0.06215237072662661,0.375,-0.125,0.125,0.8888888888888888,0.069753361,0,0.0,0.9333333333333333,1.480663959032315,0.4,0.0,0.0,1.6,0,231828.43766693235
-1.0,-0.33283573160680807,-0.4958438997395569,0.25,-0.125,-0.125,0.2222222222222222,0.13321533300000002,0,0.0,0.8,1.0789334275119196,0.2,3.1625,1.0,0.2,1,183743.23046424173
1.0,2.42366524770497,1.15544501430465,0.625,1.125,1.5,1.2962962962962963,0.000991363,0,0.0,0.26666666666666666,0.26452410383189123,0.2,0.0,0.0,1.2,0,394895.32598680095
1.0,2.118566488010185,0.707216990115155,0.5,0.625,0.5,0.9259259259259259,0.319809354,0,0.0,0.0,-0.09341338513155571,2.8,12.23125,2.0,1.0,0,521919.0573998705
0.0,0.5050856176314127,0.3464217193306417,-0.625,1.0,-1.5,0.0,0.21140121399999998,0,0.0,-0.5333333333333333,-0.5991523927247042,-0.4,0.0,-0.5,-0.4,0,127200.02651097006
-1.0,-0.45085251385305153,-0.6374499501208735,0.5,1.5,1.125,0.7037037037037037,0.041124634,0,0.0,0.7,0.7469539113544058,0.6,0.0,0.0,1.4,0,215083.96905610108
1.0,2.753377642942067,1.9951858373573126,-0.75,-0.625,-1.625,0.0,0.006076152,0,0.0,0.16666666666666666,0.0,-0.4,-1.59375,2.5,0.6,0,571069.0526003882
1.0,0.400075604551636,0.5303236788619159,-0.125,-0.375,-1.0,-0.48148148148148145,0.020741326,0,0.0,-0.03333333333333333,0.05791983047854494,0.6,2.75,0.5,0.4,0,241718.0995266293
0.0,1.2499870346227249,0.8926882692165701,-0.625,1.125,0.5,0.0,0.075778755,0,0.0,-0.6333333333333333,-0.6794984990287833,0.2,0.0,-0.5,-0.2,0,244145.8270685723
1.0,2.2576884997099085,-1.590986932319109,-0.75,1.25,-1.625,1.5185185185185186,0.072157581,0,0.0,-0.7666666666666667,-0.8221790570369062,-0.2,0.0,-0.5,-0.6,1,337299.86793644377
0.0,0.4986295428749838,0.34168721674740765,-0.625,0.125,0.5,0.0,0.075778755,0,0.0,-0.6333333333333333,-0.6794984990287833,0.2,0.0,-0.5,-0.2,0,173910.92372317292
-1.0,-0.41511791464476994,0.5204824631871188,-0.625,-0.5,-0.5,1.3703703703703705,0.034656082000000005,0,0.0,-0.8333333333333334,-0.9035846724351051,-0.4,0.0,-0.5,-0.6,0,95338.19854860756
0.0,-0.1727568505359096,-0.11112576157664804,0.0,-0.375,-0.5,-0.18518518518518517,0.00016967599999999998,0,0.0,0.36666666666666664,0.12484548825710753,-0.4,0.0,0.0,-0.4,0,213374.16640304856
0.0,-0.5435001010711435,-0.4829651236222514,0.125,0.25,-0.5,-0.4444444444444444,0.007658515,0,0.0,0.3333333333333333,0.3164400494437577,10.8,8.75625,1.0,3.2,0,283877.6171417454
-1.0,-0.4468490041554605,-0.6795846700446817,0.375,0.625,0.375,0.25925925925925924,0.300322518,0,0.0,0.9,0.8875154511742892,0.8,0.0,0.0,1.2,0,189007.23894421046
0.0,0.46224364866213313,0.19435171990830205,-0.625,0.25,0.25,0.0,0.017647053,0,0.0,-0.7666666666666667,-0.8504326328800988,-0.4,0.0,-0.5,-0.6,0,178721.70633739038
-1.0,-0.7371555188915673,-0.7348270969921942,0.0,0.0,-0.5,-0.18518518518518517,0.036122292,0,0.0,-0.03333333333333333,-0.16016245806109836,-0.4,0.85,0.0,-0.4,0,154928.80993818038
0.0,-0.4297728203422091,-0.253522787895063,-0.125,-0.625,-1.0,-0.4444444444444444,0.265088676,0,0.0,0.4,0.0005297545470598623,-0.4,6.48125,1.0,-0.2,0,176344.82040566398
1.0,1.3583645659715191,1.2261686828780138,0.375,-0.125,-1.0,-0.6296296296296297,0.0,0,0.0,0.26666666666666666,0.37789157690270175,-0.2,0.0,0.5,0.4,0,402871.91631724115
-1.0,-0.47366423748319125,-0.3713354151829626,-0.625,-0.375,0.5,0.0,0.075778755,0,0.0,-0.6333333333333333,-0.6794984990287833,0.2,0.0,-0.5,-0.2,0,103510.22360146276
0.0,-0.3665137475278535,-0.33809337127143185,-0.125,-0.25,-0.5,-0.5925925925925926,0.015016891999999999,0,0.0,-0.26666666666666666,-0.38954617693801874,11.4,12.4375,-0.5,1.0,0,287056.01254272985
1.0,1.0511105820814015,0.765294259232726,0.75,0.25,1.5,1.2962962962962963,0.0,0,0.0,0.36666666666666664,0.2523397492495144,0.0,11.075,-0.5,-0.2,0,191550.1213566216
0.0,0.3304939379325458,0.2183865292606492,-0.75,1.125,-1.625,0.0,0.034656082000000005,0,0.0,-0.8333333333333334,-0.9035846724351051,-0.4,0.0,-0.5,-0.6,0,229778.0579017187
0.0,-0.30198535118397984,-0.032846195928723905,-0.125,-0.375,-1.0,-0.2222222222222222,0.033493708,0,0.0,1.3666666666666667,0.9337806816175173,-0.2,2.6375,1.0,1.0,0,171266.94942738526
1.0,0.2440634899893352,0.19434388647655615,-0.125,-0.25,-1.0,-0.5185185185185185,0.225824954,1,0.0,0.5333333333333333,0.22479251280240156,1.0,4.05,1.0,-0.2,0,197456.9208142761
0.0,0.16418491908159216,1.0446618701191455,-0.75,0.25,0.5,0.0,0.0071223169999999995,0,0.0,-0.8,-0.8866325269291895,-0.4,0.0,-0.5,-0.4,0,196078.90728935658
0.0,0.2553604768289145,0.16328810194949792,-0.625,1.125,0.5,0.0,0.075778755,0,0.0,-0.6333333333333333,-0.6794984990287833,0.2,0.0,-0.5,-0.2,0,184501.01122512692
1.0,2.143710476555833,3.5601842635943592,-0.75,1.625,-1.625,1.4814814814814814,0.060753049,0,0.0,-0.3333333333333333,-0.4411089528518453,0.0,-2.375,-0.5,0.8,0,435462.0480700058
0.0,-0.15286454512954833,0.011970394876952275,-0.125,-0.25,-1.0,-0.25925925925925924,0.194489265,0,0.0,0.7333333333333333,0.4801342044852552,0.2,-4.84375,1.0,0.4,0,183826.31652243074
0.0,-0.10815462427855804,-0.10329232813676878,-0.625,0.25,-0.125,0.0,0.034656082000000005,0,0.0,-0.8333333333333334,-0.9035846724351051,-0.4,0.0,-0.5,-0.6,0,88464.4253950588
-1.0,-0.45626673093558306,-0.48709549282961573,0.25,0.0,0.375,0.14814814814814814,0.014423113999999999,0,0.0,-0.2,-0.2611689917005121,0.4,0.0,-0.5,0.0,0,234052.26552661308
-1.0,-0.22636046107483748,0.658899765344432,0.75,-0.5,-0.5,0.0,0.014072961,0,0.0,-0.7666666666666667,-0.8493731237859792,-0.4,0.0,-0.5,-0.6,0,96029.16787733519
-1.0,-0.46736489771348766,-0.6253548450034606,0.125,0.125,0.125,0.9629629629629629,0.195781053,0,0.0,-0.06666666666666667,-0.012890693978456649,0.8,0.0,1.0,-0.2,0,214733.34225833853
-1.0,-0.7113102387285194,-0.5659160560422295,-0.125,-0.5,-1.0,-0.5185185185185185,0.21843974,0,0.0,-0.13333333333333333,-0.14356348225322269,0.8,3.4375,1.5,0.8,1,172795.8670771811
-1.0,-0.7158462247649066,-0.4841109092938227,0.0,0.5,-0.5,-0.2222222222222222,0.282797669,0,0.0,0.26666666666666666,0.5972099593854847,0.0,0.0,-0.5,0.6,0,148862.21017433386
0.0,0.3676976096135073,1.5564248703136234,-0.75,1.25,1.125,1.4444444444444444,0.0071223169999999995,0,0.0,-0.8,-0.8866325269291895,-0.4,0.0,-0.5,-0.4,0,199215.45222932714
-1.0,-0.8563717152592064,-0.601439579716265,0.125,-0.5,0.125,-0.14814814814814814,0.175054867,0,0.0,0.36666666666666664,0.842309729825181,0.2,0.0,0.0,-0.6,0,182946.36203104112
-1.0,-0.4199246198371008,-0.33192596467837154,-0.625,0.875,0.5,0.0,0.0071223169999999995,0,0.0,-0.8,-0.8866325269291895,-0.4,0.0,-0.5,-0.4,0,156476.61434830475
1.0,0.33022378495305815,0.2638548774244265,0.0,-0.375,-0.5,0.1111111111111111,0.041124634,0,0.0,0.7,0.7469539113544058,0.6,0.0,0.0,1.4,0,276349.9122838608
0.0,0.08051514864172128,-0.10421214798597947,0.125,0.875,1.125,0.5185185185185185,0.150817539,0,0.0,-0.3,-0.32703514038495496,0.4,10.89375,1.5,0.4,0,279119.9134223016
0.0,0.1527510820897756,0.0880404533728183,-0.625,-0.5,-1.25,0.0,0.005767451,0,0.0,-0.8,-0.8647360056507152,-0.4,0.0,-0.5,-0.6,0,90303.66568299793
-1.0,-0.6027158748310512,-0.48764233138858876,0.375,-0.75,-0.125,-0.25925925925925924,0.118537385,0,0.0,0.16666666666666666,0.16281123079639767,-0.2,1.76875,0.0,-0.6,0,147636.76035604483
0.0,0.19854152522235893,-0.07309211947991251,0.5,-0.25,0.375,0.1111111111111111,0.00016967599999999998,0,0.0,0.36666666666666664,0.12484548825710753,-0.4,0.0,0.0,-0.4,0,242402.234569005
0.0,-0.21651092250810314,-0.10659660325629672,0.0,-0.125,-0.125,-0.07407407407407407,0.127375905,0,0.0,0.6,0.5551827653187357,0.2,0.0,1.0,1.2,0,207641.6759898469
0.0,0.518031471233984,0.35591544107890827,-0.625,0.375,0.5,0.0,0.0071223169999999995,0,0.0,-0.8,-0.8866325269291895,-0.4,0.0,-0.5,-0.4,0,197343.7979853104
0.0,0.09337089365649665,0.010932874320923195,0.25,-0.75,-0.125,0.037037037037037035,6.99893e-05,0,0.0,0.7,0.8871622814762493,-0.2,-4.125,0.0,2.6,0,100471.95261307227
-1.0,-0.41613475792473936,-0.3291467045720186,-0.625,-0.125,-0.125,1.3703703703703705,0.24320451899999998,0,0.0,-0.6666666666666666,-0.6570722232032492,-0.4,-2.25,-0.5,-0.6,0,113617.2195706784
0.0,0.48141104315445393,0.329060189570393,-0.625,-0.25,0.5,0.0,0.371148999,0,0.0,0.3,0.3143210312555183,-0.2,-0.9375,0.5,0.4,0,158148.93648361234
-1.0,-0.4705353618577376,-0.3690408832436323,-0.75,-0.125,-1.625,0.0,0.072157581,0,0.0,-0.7666666666666667,-0.8221790570369062,-0.2,0.0,-0.5,-0.6,1,114063.0920409234
0.0,0.2248211379443743,-0.049476724489257995,0.375,1.25,0.5,0.8888888888888888,0.151346216,0,1.0,0.23333333333333334,0.10665724880805227,1.6,-0.4375,1.5,-0.4,0,339414.5500190396
0.0,-0.27262455992616635,-0.20208241969878238,-0.125,0.0,-1.0,-0.5185185185185185,0.13321533300000002,0,0.0,0.8,1.0789334275119196,0.2,3.1625,1.0,0.2,1,180538.89892241484
-1.0,-0.408944975598701,-0.4566023207921961,0.25,0.875,-0.125,0.2222222222222222,6.99893e-05,0,0.0,0.7,0.8871622814762493,-0.2,-4.125,0.0,2.6,0,179784.4733339991
0.0,0.514098893934325,1.4628546786728494,0.5,1.0,0.5,1.4444444444444444,0.072157581,0,0.0,-0.7666666666666667,-0.8221790570369062,-0.2,0.0,-0.5,-0.6,1,228584.0010719541
0.0,1.1072439728154413,0.7880089678822191,-0.75,0.25,-1.625,0.0,0.072157581,0,0.0,-0.7666666666666667,-0.8221790570369062,-0.2,0.0,-0.5,-0.6,1,167023.97314312926
0.0,1.33377840021069,2.3693631597079543,-0.75,0.625,0.5,1.4814814814814814,0.075778755,0,0.0,-0.6333333333333333,-0.6794984990287833,0.2,0.0,-0.5,-0.2,0,243479.876105312
-1.0,-0.003277287324178294,0.9325614992337391,-0.75,1.375,0.5,0.0,0.075778755,0,0.0,-0.6333333333333333,-0.6794984990287833,0.2,0.0,-0.5,-0.2,0,160292.1637018166
-1.0,-0.5437359157298752,-0.719715267008829,0.375,-0.625,0.375,0.14814814814814814,0.16909109,0,0.0,-0.2,-0.2523397492495144,1.6,0.0,0.5,0.4,0,174952.64419069275
0.0,0.44172144986320283,1.3575046779566728,-0.625,1.25,0.5,1.4444444444444444,0.24320451899999998,0,0.0,-0.6666666666666666,-0.6570722232032492,-0.4,-2.25,-0.5,-0.6,0,190762.98155043615
-1.0,-0.09281864544142307,-0.4355991977291135,0.375,0.5,0.375,1.0740740740740742,0.136244425,0,0.0,-0.4666666666666667,-0.5147448348931661,-0.4,0.0,-0.5,-0.4,0,197101.04908793507
-1.0,-0.1919602761215302,0.4627138357737868,-0.625,-0.625,-1.5,1.4444444444444444,0.069753361,0,0.0,0.9333333333333333,1.480663959032315,0.4,0.0,0.0,1.6,0,181167.64240357085
2.0,0.5402645552278692,0.7021889842617589,0.0,-0.125,-0.5,-0.037037037037037035,0.037177818,0,0.0,0.9,1.0475013243863676,-0.2,8.75,0.0,0.8,0,266989.0161418366
-1.0,-0.5512338174026293,-0.5699739080799917,0.125,0.75,0.5,1.1851851851851851,0.007658515,0,0.0,0.3333333333333333,0.3164400494437577,10.8,8.75625,1.0,3.2,0,254236.32508556198
-1.0,-0.5510833266877796,-0.6770960387239925,0.125,-0.75,0.375,0.2962962962962963,0.000991363,0,0.0,0.26666666666666666,0.26452410383189123,0.2,0.0,0.0,1.2,0,184737.9210694037
0.0,-0.10984506514197623,-0.08207661653509614,0.0,0.25,-0.125,-0.1111111111111111,0.0,0,0.0,-0.06666666666666667,-0.2827123432809465,0.0,0.0,-0.5,0.2,0,261086.02440592516
0.0,0.42510217937600514,0.09427990619549914,0.5,-0.25,-0.375,0.6296296296296297,0.041116354,0,0.0,0.9333333333333333,1.696450644534699,0.4,0.0,0.0,0.2,0,259293.02212247785
0.0,0.24463563394534335,-0.1072558581785797,0.25,-0.5,0.125,-0.25925925925925924,0.210473241,0,0.0,-0.4666666666666667,-0.5098004591206075,0.0,6.8375,1.0,-0.6,0,116661.59548998011
0.0,0.3809104025538921,-0.012071184370634352,0.5,0.375,-0.25,0.8518518518518519,0.0,0,0.0,0.16666666666666666,0.04891400317852728,-0.4,0.0,-0.5,0.4,1,267609.8272514647
-1.0,-0.4163133851632587,-0.5054781535035439,0.25,-0.625,-0.125,0.07407407407407407,0.194489265,0,0.0,0.7333333333333333,0.4801342044852552,0.2,-4.84375,1.0,0.4,0,153038.21948532813
0.0,0.08490419154758279,0.0015836122991530301,0.625,-0.625,-0.5,0.8518518518518519,0.041116354,0,0.0,0.9333333333333333,1.696450644534699,0.4,0.0,0.0,0.2,0,238779.44765093192
1.0,3.1090657246195996,2.256026395290895,-0.625,1.125,-1.5,1.2962962962962963,0.31392455199999997,0,0.0,-0.1,-0.1165460003531697,1.8,18.46875,0.5,1.4,0,510700.4447348914
0.0,-0.22364213195006924,-0.12424984230735718,-0.125,0.5,-0.5,-0.037037037037037035,0.127375905,0,0.0,0.6,0.5551827653187357,0.2,0.0,1.0,1.2,0,210364.31471895878
0.0,-0.1850027334995654,-0.21699982774043652,-0.125,-0.25,-0.5,-0.3333333333333333,0.175054867,0,0.0,0.36666666666666664,0.842309729825181,0.2,0.0,0.0,-0.6,0,198183.07691950465
0.0,-0.018850886170418687,0.0355396514076028,0.25,0.0,0.5,0.6296296296296297,0.0,0,0.0,0.06666666666666667,-0.08599682147271764,-0.4,-5.4375,0.5,1.0,0,243824.7929712899
0.0,-0.09316734096775643,-0.04030337222790826,0.0,0.625,-0.125,-0.14814814814814814,0.089039719,0,0.0,0.26666666666666666,0.47518982871269644,0.6,0.0,-0.5,1.6,0,242107.0978653341
0.0,-0.1454369020522215,-0.06671329013972002,0.25,-0.625,-1.0,-0.48148148148148145,0.306977489,0,0.0,0.06666666666666667,-0.02419212431573371,2.4,4.21875,2.0,0.8,0,212786.0017001436
1.0,0.2503092248383483,0.20206889808978068,-0.125,-0.375,-1.0,-0.5925925925925926,0.341071945,0,0.0,0.06666666666666667,0.0669256577785626,9.2,8.75,1.0,1.6,0,305732.5862953504
-1.0,-0.7607609860082029,-0.5997603372920232,0.0,0.0,-0.5,-0.14814814814814814,0.42882581799999997,0,0.0,0.0,-0.04838424863146742,1.2,-1.0625,-0.5,-0.2,0,156375.02000227175
1.0,0.9306855868251861,0.6311824088570838,0.5,1.125,0.5,0.37037037037037035,0.0,0,0.0,-0.06666666666666667,-0.03849549708634999,0.4,0.0,0.5,0.6,0,415398.5730306261
0.0,0.3649975159387492,-1.4228468004437715,-0.625,2.375,-1.5,1.3703703703703705,0.069753361,0,0.0,0.9333333333333333,1.480663959032315,0.4,0.0,0.0,1.6,0,286564.4419718113
0.0,0.26553030285053636,0.07077532179801509,0.625,-0.625,-0.75,0.7777777777777778,0.041116354,0,0.0,0.9333333333333333,1.696450644534699,0.4,0.0,0.0,0.2,0,217349.25658949924
1.0,0.4642813976388773,0.2764772324593431,0.0,0.25,-0.5,-0.2222222222222222,0.14966637300000002,0,0.0,-0.1,-0.08758608511389723,0.0,19.91875,1.5,-0.4,0,291058.0808994419
-1.0,-0.44350773920842773,-0.34922042668457415,-0.625,0.875,0.5,0.0,0.075778755,0,0.0,-0.6333333333333333,-0.6794984990287833,0.2,0.0,-0.5,-0.2,0,110620.6293204901
-1.0,-0.7836396925872317,-0.578198936369197,-0.125,0.125,-0.5,-0.07407407407407407,0.300322518,0,0.0,0.9,0.8875154511742892,0.8,0.0,0.0,1.2,0,165018.9484643495
-1.0,-0.07960158744551905,0.6441666788652721,-0.625,0.375,1.375,0.0,0.0071223169999999995,0,0.0,-0.8,-0.8866325269291895,-0.4,0.0,-0.5,-0.4,0,175188.95821584578
0.0,0.43282221326336373,-0.07515825758237468,0.5,0.875,0.125,1.3703703703703705,0.0071223169999999995,0,0.0,-0.8,-0.8866325269291895,-0.4,0.0,-0.5,-0.4,0,92127.0617882676
0.0,0.26447818372684345,0.015811115294877776,0.375,0.625,0.5,1.037037037037037,0.0,0,0.0,0.7333333333333333,1.065512978986403,-0.4,1.53125,1.0,0.4,0,274570.7175007904
0.0,-0.1566649466925121,-0.1388669234516194,-0.625,-0.5,-1.25,0.0,0.034656082000000005,0,0.0,-0.8333333333333334,-0.9035846724351051,-0.4,0.0,-0.5,-0.6,0,113250.42650034721
0.0,0.4069876994681133,0.27448252028534964,-0.625,-0.125,-1.5,0.0,0.161531741,0,0.0,0.0,0.06410030019424333,-0.2,-5.4375,0.5,0.2,0,184172.97563930124
0.0,0.027022216074373207,0.07469495068237941,0.25,0.0,0.5,0.48148148148148145,0.025609157,0,0.0,0.26666666666666666,-0.004238036376478898,-0.4,-4.125,1.0,-0.4,0,241419.59687217
1.0,0.4761818336020766,0.5143951915952741,0.0,0.375,-0.125,0.25925925925925924,0.13321533300000002,0,0.0,0.8,1.0789334275119196,0.2,3.1625,1.0,0.2,1,270071.6195151077
1.0,0.38466346555525416,0.3487890557734069,0.0,-0.625,-0.5,-0.18518518518518517,0.015016891999999999,0,0.0,-0.26666666666666666,-0.38954617693801874,11.4,12.4375,-0.5,1.0,0,378581.5411997035
0.0,0.4019023061399393,1.2288986857675328,-0.625,0.125,0.5,1.4444444444444444,0.017647053,0,0.0,-0.7666666666666667,-0.8504326328800988,-0.4,0.0,-0.5,-0.6,0,192625.0493997445
0.0,-0.2880558848852695,-0.2928627928385669,0.0,-0.5,-0.5,0.14814814814814814,0.002211665,0,0.0,0.4666666666666667,0.4112661133674731,0.2,0.0,0.0,0.4,1,201121.07053639012
-1.0,-0.6991625458051197,-0.7127704815492685,0.125,0.625,-0.125,0.0,0.42882581799999997,0,0.0,0.0,-0.04838424863146742,1.2,-1.0625,-0.5,-0.2,0,150513.47488734513
0.0,-0.5242066815296007,-0.33191067146659653,0.0,0.625,0.125,0.18518518518518517,0.282797669,0,0.0,0.26666666666666666,0.5972099593854847,0.0,0.0,-0.5,0.6,0,204804.84335521163
1.0,0.545393482542261,0.4993104046055974,0.125,0.5,-0.125,0.0,0.020741326,0,0.0,-0.03333333333333333,0.05791983047854494,0.6,2.75,0.5,0.4,0,313452.5352345641
-1.0,-0.4310799143758551,-0.5839981945570133,0.5,-0.5,0.125,0.25925925925925924,0.265088676,0,0.0,0.4,0.0005297545470598623,-0.4,6.48125,1.0,-0.2,0,225889.6912453254
0.0,-0.4209455037341264,-0.010866445821939992,-0.125,-0.75,-1.0,-0.5185185185185185,0.0,0,0.0,-0.6,-0.6401200776973336,7.4,5.5375,0.0,0.4,0,224746.81185663465
0.0,0.3281129787362747,0.21664047490245045,-0.625,0.75,-1.5,0.0,0.072157581,0,0.0,-0.7666666666666667,-0.8221790570369062,-0.2,0.0,-0.5,-0.6,1,213798.18515132746
-1.0,-0.3304739569442687,-0.6726372956524604,0.5,1.375,1.375,1.2592592592592593,0.09229064199999999,0,0.0,-0.13333333333333333,-0.16581317322973688,0.0,-4.59375,0.0,-0.2,0,212821.6747251237
0.0,0.5174249815303994,0.3554706774761525,-0.625,0.25,0.5,0.0,0.0071223169999999995,0,0.0,-0.8,-0.8866325269291895,-0.4,0.0,-0.5,-0.4,0,186403.4841889536
1.0,0.9831255873955583,0.6683458878472422,0.5,0.25,0.5,0.7407407407407407,0.0,0,0.0,0.16666666666666666,0.04891400317852728,-0.4,0.0,-0.5,0.4,1,293371.9575586355
-1.0,-0.4218697284088564,0.3277261544913687,-0.625,1.125,0.125,1.4074074074074074,0.195781053,0,0.0,-0.06666666666666667,-0.012890693978456649,0.8,0.0,1.0,-0.2,0,250466.98077681608
2.0,1.9145206248787465,1.1705669951479079,1.125,0.375,0.5,1.1481481481481481,0.158249043,0,0.0,-0.13333333333333333,0.07875684266289952,-0.4,0.0,0.0,-0.6,0,373510.0571282724
1.0,0.32779415330783707,0.5204869386226798,-0.125,-0.25,-1.0,-0.4444444444444444,0.212515361,0,0.0,-0.2,-0.35175701924774855,2.8,-1.7,1.0,0.8,0,269680.638174428
-1.0,-0.37719170326428236,-0.6133435581921226,0.25,1.375,0.5,1.2222222222222223,0.020741326,0,0.0,-0.03333333333333333,0.05791983047854494,0.6,2.75,0.5,0.4,0,168601.97480454494
1.0,1.3862388261045024,2.7542783165996454,-0.625,-0.375,-1.25,1.4814814814814814,0.069753361,0,0.0,0.9333333333333333,1.480663959032315,0.4,0.0,0.0,1.6,0,309688.5926806599
0.0,0.90871213295615,0.11464611246470421,0.375,2.0,1.5,1.0,0.000991363,0,0.0,0.26666666666666666,0.26452410383189123,0.2,0.0,0.0,1.2,0,435909.1097547888
0.0,0.11186844873275817,0.05805955312914279,-0.625,0.75,0.5,0.0,0.0071223169999999995,0,0.0,-0.8,-0.8866325269291895,-0.4,0.0,-0.5,-0.4,0,184324.9008862336
0.0,0.37193236349258985,-0.008108519620125359,0.5,-0.25,0.5,0.2962962962962963,0.019508796000000002,0,0.0,0.4,0.4241568073459297,1.8,-4.525,2.0,0.4,0,354879.4031837641
0.0,-0.36360286419796106,-0.0022242647879087657,-0.125,-0.5,-0.5,-0.3333333333333333,0.118537385,0,0.0,0.16666666666666666,0.16281123079639767,-0.2,1.76875,0.0,-0.6,0,203425.39606435492
1.0,0.31622976962482024,0.6368004823436358,-0.125,-0.375,-0.5,-0.3333333333333333,0.309479124,0,0.0,0.3333333333333333,0.42910118311848844,0.4,0.5625,-0.5,0.6,0,317296.3052996641
-1.0,0.5212721693362656,1.5270866912017016,-0.625,0.375,-0.5,1.4074074074074074,0.24320451899999998,0,0.0,-0.6666666666666666,-0.6570722232032492,-0.4,-2.25,-0.5,-0.6,0,175899.97828362975
-1.0,-0.6864235102077256,-0.7389119320612303,-0.625,-0.75,-0.5,0.037037037037037035,0.041116354,0,0.0,0.9333333333333333,1.696450644534699,0.4,0.0,0.0,0.2,0,155312.29482522552
1.0,1.5414186497460645,2.6480400319912185,-0.625,0.75,-1.5,0.0,0.072157581,0,0.0,-0.7666666666666667,-0.8221790570369062,-0.2,0.0,-0.5,-0.6,1,265978.8377804947
1.0,2.392310216343374,1.2662642954863499,0.75,1.5,1.875,1.1111111111111112,0.019508796000000002,0,0.0,0.4,0.4241568073459297,1.8,-4.525,2.0,0.4,0,146061.7305650271
0.0,-0.2743344374206282,-0.3465052184486869,-0.125,-0.5,-1.0,-0.37037037037037035,0.486245621,0,0.0,-0.4,-0.48931661663429277,3.4,0.0,-0.5,0.6,0,176480.46517329663
