Rooms,Square,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,Price_sq_meter_y
3.0,68.10273923286483,8.0,6,12.0,1980,0.13321533300000002,0,0,49,11395,3,1406.0,3,4,1,252481.9083226248,4117.731855075404
1.0,53.769097136525275,1.0,5,4.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,140647.56593684404,2762.5132834394954
3.0,73.6122247317727,6.0,4,9.0,1979,0.037177818,0,0,52,11217,1,2300.0,1,7,0,89084.32787608178,4450.858000232839
2.0,49.36064780032354,5.0,6,5.0,1983,0.051815435,0,0,5,1227,0,900.0,0,0,0,117000.38128669599,2762.5132834394954
2.0,57.969964222530145,9.0,6,14.0,2001,0.069753361,0,0,53,13670,4,900.0,1,11,0,231828.43766693235,4285.831800655367
1.0,44.51348081256669,8.0,6,12.0,1983,0.13321533300000002,0,0,49,11395,3,1406.0,3,4,1,183743.23046424173,4117.731855075404
3.0,110.95979224728356,11.0,16,25.0,2012,0.000991363,0,0,33,6783,3,900.0,1,9,0,394895.32598680095,4296.248343930521
3.0,103.60529197422831,10.0,12,17.0,2002,0.319809354,0,0,25,4756,16,2857.0,5,8,0,521919.0573998705,3935.906409115417
2.0,64.71183493873933,1.0,15,1.0,1977,0.211401214,0,0,9,1892,0,900.0,0,1,0,127200.02651097006,2762.5132834394954
1.0,41.668649656506325,10.0,19,22.0,1996,0.041124634,0,0,46,9515,5,900.0,1,10,0,215083.96905610108,5115.764637301367
3.0,118.90761184257369,0.0,2,0.0,1977,0.006076152,0,0,30,5285,0,645.0,6,6,0,571069.0526003882,4797.165148359558
3.0,62.180535989371776,5.0,4,5.0,1964,0.020741326,0,0,24,5613,5,1340.0,2,5,0,241718.0995266293,4300.519071154547
2.0,82.66791473448255,1.0,16,17.0,1977,0.075778755,0,0,6,1437,3,900.0,0,2,0,244145.8270685723,3319.318045403382
3.0,106.95887123511149,0.0,17,0.0,2018,0.072157581,0,0,2,629,1,900.0,0,0,1,337299.86793644377,2762.5132834394954
2.0,64.55620925344805,1.0,8,17.0,1977,0.075778755,0,0,6,1437,3,900.0,0,2,0,173910.92372317292,2272.4391831680537
1.0,42.53004325868857,1.0,3,9.0,2014,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,95338.19854860756,2272.4391831680537
2.0,48.37223191245333,6.0,4,9.0,1972,0.00016967599999999998,0,0,36,5992,0,900.0,1,1,0,213374.16640304858,4134.353749474017
2.0,39.43535081853332,7.0,9,9.0,1965,0.007658515,0,0,35,7077,56,2301.0,3,19,0,283877.6171417454,7203.649946093117
1.0,41.7651555000357,9.0,12,16.0,1984,0.300322518,0,0,52,10311,6,900.0,1,9,0,189007.23894421052,4528.020925876495
2.0,63.679115983087094,1.0,9,15.0,1977,0.017647053,0,0,2,469,0,900.0,0,0,0,178721.70633739038,2762.5132834394954
1.0,34.7672268816687,6.0,7,9.0,1972,0.036122292,0,0,24,4378,0,1036.0,1,1,0,154928.80993818038,4610.399154954972
2.0,42.17678220950818,5.0,2,5.0,1965,0.265088676,0,0,37,5288,0,1937.0,3,2,0,176344.82040566398,4451.242829085756
3.0,85.28038875664878,9.0,6,5.0,1960,0.0,0,0,33,7425,1,900.0,2,5,0,402871.91631724115,5248.377944231926
1.0,41.11876598003856,1.0,4,17.0,1977,0.075778755,0,0,6,1437,3,900.0,0,2,0,103510.22360146276,2272.4391831680537
2.0,43.701661788670734,5.0,5,9.0,1961,0.015016892,0,0,17,3079,59,2890.0,0,8,0,287056.01254272985,7569.699274667083
3.0,77.8739361356098,12.0,9,25.0,2012,0.0,0,0,36,6714,2,2672.0,0,2,0,191550.1213566216,4473.0908198796715
2.0,60.503248324677,0.0,16,0.0,1977,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,229778.0579017187,2272.4391831680537
2.0,45.257138805377025,5.0,4,5.0,1971,0.033493708,0,0,66,10573,1,1322.0,3,8,0,171266.94942738526,3994.5317696987863
3.0,58.4198155580721,5.0,5,5.0,1963,0.225824954,1,0,41,6558,7,1548.0,3,2,0,197456.9208142761,4188.4147446414245
2.0,56.49431782042168,0.0,9,17.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,196078.90728935658,3251.274406336983
2.0,58.692132931238426,1.0,16,17.0,1977,0.075778755,0,0,6,1437,3,900.0,0,2,0,184501.01122512695,2272.4391831680537
3.0,104.21139562017449,0.0,20,0.0,2017,0.060753049,0,0,15,2787,2,520.0,0,7,0,435462.0480700058,4642.136783920892
2.0,48.85174210675611,5.0,5,5.0,1970,0.194489265,0,0,47,8004,3,125.0,3,5,0,183826.31652243072,3986.5681703354994
2.0,49.929488622133064,1.0,9,12.0,1977,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,88464.4253950588,2272.4391831680537
1.0,41.53813827372754,8.0,7,16.0,1981,0.014423114,0,0,19,3806,4,900.0,0,3,0,234052.26552661308,4953.811526267013
1.0,47.080100247481404,12.0,3,9.0,1977,0.014072961,0,0,2,475,0,900.0,0,0,0,96029.16787733519,2272.4391831680537
1.0,41.27061351984075,7.0,8,14.0,2003,0.195781053,0,0,23,5212,6,900.0,3,2,0,214733.34225833853,4444.979920139102
1.0,35.390235379659565,5.0,3,5.0,1963,0.21843974,0,0,21,4472,6,1450.0,4,7,1,172795.8670771811,4949.776418909174
1.0,35.28089402875877,6.0,11,9.0,1971,0.282797669,0,0,33,8667,2,900.0,0,6,0,148862.21017433386,4219.992381822662
2.0,61.40005437465901,0.0,17,22.0,2016,0.007122317,0,0,1,264,0,900.0,0,1,0,199215.45222932714,3251.274406336983
1.0,31.89348347603991,7.0,3,14.0,1973,0.175054867,0,0,36,10055,3,900.0,1,0,0,182946.36203104112,4610.399154954972
1.0,42.41417613853096,1.0,14,17.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,156476.61434830475,3251.274406336983
3.0,60.49673620327934,6.0,4,9.0,1980,0.041124634,0,0,46,9515,5,900.0,1,10,0,276349.9122838608,5115.764637301367
2.0,54.477432041659135,7.0,14,22.0,1991,0.150817539,0,0,16,3433,4,2643.0,4,5,0,279119.9134223016,4816.660885200276
2.0,56.21870163187176,1.0,3,3.0,1977,0.005767451,0,0,1,388,0,900.0,0,0,0,90303.66568299793,2272.4391831680537
1.0,38.007936217693626,9.0,1,12.0,1970,0.118537385,0,0,30,6207,1,1183.0,1,0,0,147636.76035604483,4382.413947200826
2.0,57.322494472127154,10.0,5,16.0,1980,0.00016967599999999998,0,0,36,5992,0,900.0,1,1,0,242402.234569005,4134.353749474017
2.0,47.31752643089487,6.0,6,12.0,1975,0.127375905,0,0,43,8429,3,900.0,3,9,0,207641.6759898469,4424.291635018726
2.0,65.02389875686265,1.0,10,17.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,197343.7979853104,3251.274406336983
2.0,54.7873237643134,8.0,1,12.0,1978,6.99893e-05,0,0,46,10309,1,240.0,1,16,0,100471.95261307227,4181.963614858857
1.0,42.50553193590355,1.0,6,12.0,2014,0.243204519,0,0,5,1564,0,540.0,0,0,0,113617.2195706784,2861.079292929318
2.0,64.14115197487071,1.0,5,17.0,1977,0.371148999,0,0,34,7065,1,750.0,2,5,0,158148.93648361234,2938.048239111628
1.0,41.19418849786451,0.0,6,0.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,114063.0920409234,2613.223638044904
2.0,57.95597269122314,9.0,17,17.0,2001,0.151346216,0,1,32,5889,10,830.0,4,1,0,339414.5500190396,5480.216930281392
2.0,45.96488978915266,5.0,7,5.0,1963,0.13321533300000002,0,0,49,11395,3,1406.0,3,4,1,180538.89892241484,4117.731855075404
1.0,42.67884386982604,8.0,14,12.0,1983,6.99893e-05,0,0,46,10309,1,240.0,1,16,0,179784.4733339991,4400.0595956413545
2.0,64.92910276079539,10.0,15,17.0,2016,0.072157581,0,0,2,629,1,900.0,0,0,1,228584.00107195406,2762.5132834394954
2.0,79.22704893716298,0.0,9,0.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,167023.97314312926,2762.5132834394954
2.0,84.68773160202026,0.0,12,17.0,2017,0.075778755,0,0,6,1437,3,900.0,0,2,0,243479.876105312,3319.318045403382
1.0,52.45758937232919,0.0,18,17.0,1977,0.075778755,0,0,6,1437,3,900.0,0,2,0,160292.1637018166,3319.318045403382
1.0,39.42966643301249,9.0,2,16.0,1981,0.16909109,0,0,19,3856,10,900.0,2,5,0,174952.64419069275,4494.8213762593505
2.0,63.184422013103685,1.0,17,17.0,2016,0.243204519,0,0,5,1564,0,540.0,0,0,0,190762.98155043615,2861.079292929318
1.0,50.299167150679395,9.0,11,16.0,2006,0.136244425,0,0,11,2370,0,900.0,0,1,0,197101.04908793507,3209.5553981422663
1.0,47.90932737998546,1.0,2,1.0,2016,0.069753361,0,0,53,13670,4,900.0,1,11,0,181167.64240357085,4285.831800655367
4.0,65.55983414534953,6.0,6,9.0,1976,0.037177818,0,0,52,11217,1,2300.0,1,7,0,266989.0161418366,4450.858000232839
1.0,39.24892718662953,7.0,13,17.0,2009,0.007658515,0,0,35,7077,56,2301.0,3,19,0,254236.32508556198,6176.396560321654
1.0,39.252554812007496,7.0,1,16.0,1985,0.000991363,0,0,33,6783,3,900.0,1,9,0,184737.9210694037,5478.576959464464
2.0,49.888740020585054,6.0,9,12.0,1974,0.0,0,0,23,3684,2,900.0,0,4,0,261086.02440592513,5996.379615612485
2.0,62.78380934113364,10.0,5,10.0,1994,0.041116354,0,0,53,14892,4,900.0,1,4,0,259293.02212247785,4031.0065395695938
2.0,58.433607265665074,8.0,3,14.0,1970,0.210473241,0,0,11,2398,2,1994.0,3,0,0,116661.59548998011,4771.917860564489
2.0,61.71855284835026,10.0,10,11.0,2000,0.0,0,0,30,5562,0,900.0,0,5,1,267609.8272514647,4120.025201223722
1.0,42.5012260708919,8.0,2,12.0,1979,0.194489265,0,0,47,8004,3,125.0,3,5,0,153038.21948532813,3986.5681703354994
2.0,54.583231282802906,11.0,2,9.0,2000,0.041116354,0,0,53,14892,4,900.0,1,4,0,238779.44765093192,2762.5132834394954
3.0,127.48158341963554,1.0,16,1.0,2012,0.313924552,0,0,22,4625,11,3855.0,2,10,0,510700.4447348914,4555.776713989462
2.0,47.145626414517814,5.0,11,9.0,1976,0.127375905,0,0,43,8429,3,900.0,3,9,0,210364.31471895878,4219.992381822662
2.0,48.07704110377844,5.0,5,9.0,1968,0.175054867,0,0,36,10055,3,900.0,1,0,0,198183.07691950462,4437.304072496336
2.0,52.08218293973108,8.0,7,17.0,1994,0.0,0,0,27,4798,0,30.0,2,8,0,243824.7929712899,4333.671199072258
2.0,50.29076173681866,6.0,12,12.0,1973,0.089039719,0,0,33,7976,5,900.0,0,11,0,242107.0978653341,4458.893221811486
2.0,49.0307877478954,8.0,2,5.0,1964,0.306977489,0,0,27,5148,14,1575.0,5,7,0,212786.0017001436,4708.779313324006
3.0,58.57037093462771,5.0,4,5.0,1961,0.341071945,0,0,27,5664,48,2300.0,3,11,0,305732.5862953504,4625.230528377908
1.0,34.19820977216433,6.0,7,9.0,1973,0.428825818,0,0,25,5011,8,730.0,0,2,0,156375.02000227175,4249.133232229784
3.0,74.97105425768765,10.0,16,17.0,1987,0.0,0,0,23,5067,4,900.0,2,6,0,415398.5730306261,4562.0267772945335
2.0,61.33496777880346,1.0,26,1.0,2014,0.069753361,0,0,53,13670,4,900.0,1,11,0,286564.4419718113,4285.831800655367
2.0,58.93727974313555,11.0,2,7.0,1998,0.041116354,0,0,53,14892,4,900.0,1,4,0,217349.25658949924,2762.5132834394954
3.0,63.72823655447478,6.0,9,9.0,1971,0.14966637300000002,0,0,22,4789,2,4087.0,4,1,0,291058.0808994419,4229.546394571884
1.0,41.84569772836166,1.0,14,17.0,1977,0.075778755,0,0,6,1437,3,900.0,0,2,0,110620.6293204901,2272.4391831680537
1.0,33.646711450929125,5.0,8,9.0,1975,0.300322518,0,0,52,10311,6,900.0,1,9,0,165018.9484643495,4528.020925876495
1.0,50.61776843485736,1.0,10,24.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,175188.95821584578,3251.274406336983
2.0,62.96990315347615,10.0,14,14.0,2014,0.007122317,0,0,1,264,0,900.0,0,1,0,92127.0617882676,3251.274406336983
2.0,58.91191808519165,9.0,12,17.0,2005,0.0,0,0,47,11319,0,1145.0,3,5,0,274570.7175007904,4651.1701097532
2.0,48.76013224783535,1.0,3,3.0,1977,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,113250.42650034721,2272.4391831680537
2.0,62.34715418212179,1.0,6,1.0,1977,0.161531741,0,0,25,5648,1,30.0,2,4,0,184172.97563930124,3209.5553981422663
2.0,53.18796830353497,8.0,7,17.0,1990,0.025609157,0,0,33,5261,0,240.0,3,1,0,241419.59687217,3251.274406336983
3.0,64.0151002560132,6.0,10,12.0,1984,0.13321533300000002,0,0,49,11395,3,1406.0,3,4,1,270071.6195151077,4117.731855075404
3.0,61.809021596554686,6.0,2,9.0,1972,0.015016892,0,0,17,3079,59,2890.0,0,8,0,378581.5411997035,5171.4589156334205
2.0,62.224569197974155,1.0,8,17.0,2016,0.017647053,0,0,2,469,0,900.0,0,0,0,192625.0493997445,2762.5132834394954
2.0,45.592912912750855,6.0,3,9.0,1981,0.002211665,0,0,39,7614,3,900.0,1,5,1,201121.07053639015,4552.38846561944
1.0,35.683059286946204,7.0,12,12.0,1977,0.428825818,0,0,25,5011,8,730.0,0,2,0,150513.47488734513,4249.133232229784
2.0,39.900424683233375,6.0,12,14.0,1982,0.282797669,0,0,33,8667,2,900.0,0,6,0,204804.84335521163,4219.992381822662
3.0,65.68346852974332,7.0,11,12.0,1977,0.020741326,0,0,24,5613,5,1340.0,2,5,0,313452.5352345641,4730.652435824392
1.0,42.145274302242434,10.0,3,14.0,1984,0.265088676,0,0,37,5288,0,1937.0,3,2,0,225889.6912453254,3892.2037374001297
2.0,42.389567415418014,5.0,1,5.0,1963,0.0,0,0,7,1660,39,1786.0,1,5,0,224746.81185663465,5496.385873857949
2.0,60.44585456445121,1.0,13,1.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,213798.18515132746,2762.5132834394954
1.0,44.570412123654016,10.0,18,24.0,2011,0.092290642,0,0,21,4346,2,165.0,1,2,0,212821.6747251237,4313.837096077579
2.0,65.00927913436703,1.0,9,17.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,186403.4841889536,3251.274406336983
3.0,76.23513674330522,10.0,9,17.0,1997,0.0,0,0,30,5562,0,900.0,0,5,1,293371.9575586355,4120.025201223722
1.0,42.367288692851375,1.0,16,14.0,2015,0.195781053,0,0,23,5212,6,900.0,3,2,0,250466.98077681608,5286.848514413151
4.0,98.68670312903869,15.0,10,17.0,2008,0.158249043,0,0,21,5731,0,900.0,1,0,0,373510.0571282724,3946.455613172474
3.0,60.43816917856879,5.0,5,5.0,1965,0.212515361,0,0,19,3293,16,628.0,3,7,0,269680.638174428,5111.608785385811
1.0,43.44426635232809,8.0,18,17.0,2010,0.020741326,0,0,24,5613,5,1340.0,2,5,0,168601.97480454494,4620.95991647066
3.0,85.95230644639723,1.0,4,3.0,2017,0.069753361,0,0,53,13670,4,900.0,1,11,0,309688.5926806599,4166.864688072443
2.0,74.44137733392219,9.0,23,25.0,2004,0.000991363,0,0,33,6783,3,900.0,1,9,0,435909.1097547888,4296.248343930521
2.0,55.2332130691251,1.0,13,17.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,184324.9008862336,3251.274406336983
2.0,61.50213443093715,10.0,5,17.0,1985,0.019508796,0,0,37,7687,11,176.0,5,5,0,354879.4031837641,4736.6316107216
2.0,43.771829534570266,5.0,3,9.0,1968,0.118537385,0,0,30,6207,1,1183.0,1,0,0,203425.39606435495,4382.413947200826
3.0,60.15940612151951,5.0,4,9.0,1968,0.309479124,0,0,35,7715,4,990.0,0,6,0,317296.3052996641,4541.338495649586
1.0,65.10201679019049,1.0,10,9.0,2015,0.243204519,0,0,5,1564,0,540.0,0,0,0,175899.97828362975,2861.079292929318
1.0,35.99013769288014,1.0,1,9.0,1978,0.041116354,0,0,53,14892,4,900.0,1,4,0,155312.29482522552,4031.0065395695938
3.0,89.6929642467968,1.0,13,1.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,265978.8377804947,2762.5132834394954
3.0,110.20396948700356,12.0,19,28.0,2007,0.019508796,0,0,37,7687,11,176.0,5,5,0,146061.7305650271,5996.379615612485
2.0,45.92367266158226,5.0,3,5.0,1967,0.486245621,0,0,13,2514,19,900.0,0,6,0,176480.46517329663,4067.568928722545
2.0,65.49667436641931,1.0,5,17.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,180727.64354109476,2861.079292929318
1.0,42.19894558704247,10.0,16,22.0,1987,0.037177818,0,0,52,11217,1,2300.0,1,7,0,87182.52338492699,4450.858000232839
2.0,92.40000684071423,10.0,2,5.0,1977,0.07542368,0,0,11,3097,0,900.0,0,0,0,116942.67104480596,2762.5132834394954
1.0,40.812877553246935,10.0,10,22.0,1999,0.0,0,0,23,5067,4,900.0,2,6,0,292718.3126005229,5706.051001150269
2.0,62.30129218800013,10.0,11,12.0,2008,0.151346216,0,1,32,5889,10,830.0,4,1,0,427526.00361512345,5480.216930281392
2.0,63.672610618053405,1.0,11,17.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,194510.14788951524,3251.274406336983
1.0,33.25798132827507,5.0,7,9.0,1967,0.17891679600000002,0,0,18,3594,4,192.0,1,5,0,201616.27389759172,4771.917860564489
3.0,78.47198680838288,8.0,6,5.0,1957,0.151346216,0,1,32,5889,10,830.0,4,1,0,419692.97803382436,5480.216930281392
2.0,45.586982489186994,5.0,5,5.0,1962,0.298204575,0,0,16,4048,3,900.0,1,3,0,177434.7589711046,4528.020925876495
1.0,50.145176202730894,1.0,8,12.0,1977,0.075778755,0,0,6,1437,3,900.0,0,2,0,171901.0874084269,3319.318045403382
1.0,40.117363791934814,10.0,5,22.0,1982,0.0,0,0,25,5027,4,46.0,1,1,0,239038.59002294773,5736.995959026926
2.0,60.366625674269216,10.0,20,19.0,2017,0.069753361,0,0,53,13670,4,900.0,1,11,0,241737.8084974161,4285.831800655367
2.0,71.3047632136293,1.0,13,20.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,170564.40872038715,2613.223638044904
3.0,92.88554386930149,13.0,7,17.0,2015,0.072157581,0,0,2,629,1,900.0,0,0,1,206780.54887701644,2762.5132834394954
1.0,37.470195242427614,7.0,12,17.0,1993,0.069753361,0,0,53,13670,4,900.0,1,11,0,187899.22196065105,3209.5553981422663
1.0,37.98575172539788,9.0,8,16.0,1974,0.521867054,0,0,25,6149,0,900.0,0,0,0,137656.12292446892,4219.992381822662
2.0,69.80461247985367,12.0,13,16.0,2014,0.188783766,0,0,31,6137,4,900.0,0,1,0,465067.06588342227,4608.809056600242
1.0,40.090754550200884,8.0,6,16.0,1980,0.093442564,0,0,23,4635,5,3300.0,2,4,0,145941.55533360448,5029.78368192822
2.0,57.69961907981183,10.0,2,1.0,1977,0.034656082000000005,0,0,0,168,0,900.0,0,0,0,114168.53270326485,2272.4391831680537
1.0,51.83147294769089,1.0,5,1.0,2015,0.072157581,0,0,2,629,1,900.0,0,0,1,131797.47228439266,2613.223638044904
1.0,44.647897567499456,1.0,9,25.0,1977,0.075778755,0,0,6,1437,3,900.0,0,2,0,123749.81125374605,2272.4391831680537
1.0,47.57727953765478,1.0,6,1.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,128813.57022387734,2613.223638044904
2.0,44.51140745026622,5.0,6,5.0,1960,0.122190486,0,0,25,4724,2,1308.0,1,3,0,189407.27604070996,4610.399154954972
3.0,70.21457474548518,9.0,3,1.0,2017,0.005767451,0,0,1,388,0,900.0,0,0,0,111389.48105876287,2272.4391831680537
3.0,51.991064354455396,1.0,22,25.0,1977,0.072157581,0,0,2,629,1,900.0,0,0,1,174687.5661862937,2762.5132834394954
1.0,44.03852399189157,1.0,15,22.0,1982,0.037177818,0,0,52,11217,1,2300.0,1,7,0,202321.23147284004,4450.858000232839
1.0,66.41984149373265,1.0,2,1.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,193361.2298149829,2861.079292929318
1.0,54.25519113954791,0.0,5,3.0,2017,0.072157581,0,0,2,629,1,900.0,0,0,1,147040.22612039236,2762.5132834394954
2.0,45.222689730275285,5.0,6,9.0,1968,0.000995363,0,0,42,7651,1,900.0,1,5,0,186508.20856483802,4073.002230935311
2.0,47.01806447731696,6.0,7,9.0,1971,0.012338886,0,0,35,5776,1,2078.0,2,4,0,218392.93428619305,3994.5317696987863
2.0,57.6391671539191,8.0,3,9.0,1999,0.041116354,0,0,53,14892,4,900.0,1,4,0,144400.25776795662,4031.0065395695938
2.0,54.4778683522394,8.0,7,12.0,1983,6.99893e-05,0,0,46,10309,1,240.0,1,16,0,224277.83102613143,4437.304072496336
2.0,56.38477330543139,8.0,4,12.0,1983,0.13321533300000002,0,0,49,11395,3,1406.0,3,4,1,213877.55976290046,4117.731855075404
2.0,71.0055747817242,0.0,11,9.0,1977,0.007122317,0,0,1,264,0,900.0,0,1,0,245130.10663746108,3251.274406336983
2.0,47.69890152322699,5.0,4,5.0,1962,0.195781053,0,0,23,5212,6,900.0,3,2,0,189565.89794984864,4444.979920139102
2.0,49.285200889669326,6.0,7,12.0,1977,0.298204575,0,0,16,4048,3,900.0,1,3,0,204117.83359830946,4181.963614858857
3.0,81.46790925974453,10.0,19,17.0,2010,0.035145267,0,0,42,9292,3,2620.0,0,3,0,477665.5829146461,4562.0267772945335
1.0,32.827650993401186,5.0,1,9.0,1966,0.371148999,0,0,34,7065,1,750.0,2,5,0,120670.10176628393,2938.048239111628
2.0,56.922116009244824,8.0,13,16.0,1981,0.101872465,0,0,23,4583,3,900.0,3,3,0,254013.43464408853,4181.963614858857
1.0,47.17718354022401,1.0,5,4.0,1977,0.07542368,0,0,11,3097,0,900.0,0,0,0,109264.47414521917,2762.5132834394954
2.0,67.17058663420276,1.0,11,17.0,1977,0.243204519,0,0,5,1564,0,540.0,0,0,0,192944.37932373298,2861.079292929318
3.0,82.51591138174318,1.0,5,1.0,1977,0.017647053,0,0,2,469,0,900.0,0,0,0,207858.57125868363,2762.5132834394954
2.0,53.74725390900309,8.0,6,22.0,1984,0.0077202819999999985,0,0,38,4788,2,900.0,0,4,0,238623.88884125446,4285.403071888043
2.0,62.64038950680821,10.0,5,17.0,2015,0.072157581,0,0,2,629,1,900.0,0,0,1,190968.19068903898,2762.5132834394954
1.0,29.298167568168665,5.0,7,5.0,1964,0.13321533300000002,0,0,49,11395,3,1406.0,3,4,1,148991.2652001697,4117.731855075404
1.0,36.80582613393983,7.0,10,12.0,1974,0.161975568,0,1,31,7010,5,4508.0,3,7,0,183891.14730105453,4933.022933222483
3.0,54.526820684610605,6.0,3,9.0,1976,0.300322518,0,0,52,10311,6,900.0,1,9,0,245215.47730896933,4528.020925876495
2.0,54.386667679168504,8.0,11,12.0,1978,0.100455735,0,0,43,7227,0,900.0,1,6,1,269995.0027797259,4398.613176460186
2.0,64.22269387492523,1.0,16,17.0,1977,0.371148999,0,0,34,7065,1,750.0,2,5,0,194618.91775709105,2938.048239111628
2.0,47.91700922770607,5.0,5,5.0,1965,0.036122292,0,0,24,4378,0,1036.0,1,1,0,169711.36768165938,4610.399154954972
1.0,48.743664866198436,1.0,12,20.0,2017,0.075778755,0,0,6,1437,3,900.0,0,2,0,165071.82572182963,3319.318045403382
3.0,67.63260672812788,7.0,8,9.0,1973,0.002211665,0,0,39,7614,3,900.0,1,5,1,243008.1393059241,2613.223638044904
3.0,70.22360431225314,13.0,3,8.0,1955,0.200146802,0,0,23,3975,8,770.0,2,0,0,527120.8365334661,6334.641113548632
2.0,42.58151161541346,6.0,7,14.0,1973,0.175054867,0,0,36,10055,3,900.0,1,0,0,217099.77313127727,4437.304072496336
1.0,41.07619268196986,7.0,14,17.0,2000,0.333891544,0,0,30,6564,1,900.0,0,0,0,184156.11565779167,4158.1879792757445
2.0,47.80222779023652,6.0,5,12.0,1975,0.521867054,0,0,25,6149,0,900.0,0,0,0,162335.0140342568,4219.992381822662
1.0,33.68237635813288,6.0,10,9.0,1973,0.428825818,0,0,25,5011,8,730.0,0,2,0,143120.9047238132,4249.133232229784
2.0,42.54009352292711,6.0,12,12.0,1971,0.460556389,0,0,20,4386,14,900.0,1,5,0,208662.67612332516,4945.814943711113
3.0,92.26619160498691,12.0,4,17.0,2005,0.21843974,0,0,21,4472,6,1450.0,4,7,1,295004.8656963223,4381.683494912654
1.0,38.89234657283961,10.0,8,16.0,2005,0.041116354,0,0,53,14892,4,900.0,1,4,0,173331.29890816894,3548.896258473006
2.0,67.6776032795015,1.0,11,16.0,2016,0.072157581,0,0,2,629,1,900.0,0,0,1,159654.0583783081,2613.223638044904
2.0,76.31285054725404,0.0,14,0.0,1977,0.006076152,0,0,30,5285,0,645.0,6,6,0,466730.8053327907,4797.165148359558
3.0,91.90401514440286,7.0,6,5.0,1937,0.130617806,0,0,39,10418,9,900.0,1,9,0,309690.98158393835,4562.0267772945335
1.0,38.75540671852458,8.0,2,14.0,1978,0.08761909,0,0,8,1497,5,900.0,1,0,0,91600.74197793,4664.977121869393
3.0,80.03033041968777,10.0,16,17.0,1992,0.090799103,0,0,74,19083,2,900.0,5,15,0,311528.10086342023,4273.749206965422
2.0,59.96722996245699,8.0,10,25.0,2007,0.161975568,0,1,31,7010,5,4508.0,3,7,0,161307.51198226758,4933.022933222483
2.0,59.777540761570975,10.0,20,22.0,1999,0.225824954,1,0,41,6558,7,1548.0,3,2,0,244351.41023615282,4188.4147446414245
